Review,Hasil Perbandingan
"['soto', 'mangkok', 'e', 'teh', 'tempe', 'sate', 'usus', 'biar', 'cepet', 'kaya', 'bozq']",Negative
"['santai', 'kongkow', 'teman', 'kerabat', 'handai', 'taulan']",Positive
"['enak', 'banget', 'ayam', 'goreng', 'madu', 'coba']",Positive
"['nyaman', 'lokasi', 'strategis']",Positive
"['enak', 'bt', 'nyantai', 'cck', 'bt', 'ngedate', 'hehe']",Positive
"['beda', 'enak', 'banget', 'daging', 'pangsitnya', 'gaada', 'tulang', 'ikannya', 'skrg', 'sedih']",Negative
"['kopdar', 'nmax', 'rider', 'bandung']",Neutral
"['udah', 'nunggu', 'mnt', 'alesannya', 'pegawai', 'kokinya', 'belom', 'dateng', 'kata', 'maaf', 'dr', 'mulut', 'staffnya', 'sampe', 'kasir', 'ditegur', 'maaf', 'mengecewakan']",Negative
"['pusat', 'pembuatan', 'susu', 'lembang', 'terkenal', 'pengunjung', 'menyaksikan', 'prose', 'pembuatan', 'penasaran', 'mencoba', 'tahunya', 'food', 'court', 'menyediakan', 'tiket', 'masuk', 'gratis', 'komplek', 'lembang', 'wonderland', 'rumah', 'sosis', 'bolu', 'susu', 'lembang']",Positive
"['berbuka', 'puasa', 'penuh', 'keakraban']",Neutral
"['penggemar', 'bakso', 'bakso', 'titoti', 'akrab', 'telinga', 'ya', 'berdiri', 'cabang', 'jalan', 'raya', 'pasar', 'minggu', 'cabang', 'makan', 'lumayan', 'luas']",Neutral
"['baksonya', 'mantappp', 'kikilnya', 'aga', 'beda', 'ga', 'kikilnya']",Negative
"['luas', 'banget', 'siapkan', 'fisik', 'jalanjalan', 'mengeliling', 'spotspot', 'foto', 'cantik', 'permainan', 'rainbow', 'slide', 'harga', 'k', 'orang', 'kali', 'main', 'wahana', 'meter', 'meter', 'bikin', 'jantung']",Positive
"['price', 'to', 'expensive', 'beyond', 'logic', 'wotie', 'portion', 'of', 'black', 'meat', 'taste', 'just', 'so', 'average', 'will', 'never', 'go', 'back', 'here', 'again']",Negative
"['nasinya', 'kera']",Negative
"['nambah', 'bagus', 'lg']",Positive
"['toko', 'roti', 'legendaris', 'kota', 'bandung', 'soes', 'merdeka', 'salah', 'oleholeh', 'favorit', 'bandung', 'toko', 'roti', 'bervariasi', 'menjual', 'aneka', 'sosis']",Positive
"['kuliner', 'malam', 'udah', 'terkenal', 'masakan', 'rumah', 'but', 'bit', 'pricey']",Neutral
"['menjual', 'produk', 'variannya', 'pilihan', 'jajanan', 'oleholeh', 'counter', 'pabrik', 'bolu', 'susu', 'lembang', 'rekreasi', 'anak', 'dibangun', 'wisata', 'anak']",Positive
"['bakso', 'enak', 'mie', 'ayam', 'mie', 'yamin', 'enak', 'recommended', 'ramai', 'pelayanan', 'lambat', 'ngga', 'apatempatnya', 'enak', 'ngelayanin', 'orang', 'boejangan']",Positive
"['salah', 'pesan', 'pesannya', 'asem', 'asem', 'nasi', 'campur', 'b', 'aja', 'cenderung', 'hambar', 'jujur', 'expectasi', 'baca', 'review', 'ga', 'sesuai', 'ya']",Negative
"['salah', 'kuliner', 'bandung', 'enak', 'banget', 'harga', 'terjangkau', 'enak', 'banget']",Positive
"['walopun', 'mahal', 'sesuai', 'suasananya']",Neutral
"['lumayan', 'enak', 'orang', 'suka', 'manis', 'ga', 'cocok', 'makan', 'makanannya', 'manis', 'banget', 'hehe']",Positive
"['dapatkan', 'membayar', 'k', 'kubus', 'kentang', 'wortel', 'kubus', 'super', 'layak', 'menelepon', 'restoran', 'mengeluh', 'peduli']",Negative
"['kue', 'cepet', 'abismusti', 'po', 'hariga', 'dadakan', 'belinya']",Negative
"['pesanan', 'ayam', 'paket', 'ayam', 'krispy', 'ayam', 'pedas', 'dikirim', 'bh', 'ayam', 'pedas']",Negative
"['soto', 'ayam', 'ayamya']",Negative
"['tempatnya', 'bgs', 'n', 'nyaman', 'cocok', 'kumpul']",Positive
"['mantep', 'sempet', 'waiting', 'list', 'emang', 'makanannya', 'enakenak', 'porsinya', 'mengenyangkan']",Neutral
"['minggu', 'bandung', 'makan', 'nasi', 'kalong', 'khas', 'bandung', 'nasinya', 'warnanya', 'merah', 'tua', 'kayak', 'nasi', 'merah', 'nggak', 'nasi', 'merah', 'pesan', 'lauknya', 'rendang', 'rendangnya', 'manis']",Positive
"['bagus', 'menyenangkan', 'kota', 'jam', 'pelayanannya', 'menu', 'byk', 'pilihannya', 'harga', 'terjangkaukekurangan', 'parkir', 'sempit']",Positive
"['kualitas', 'harganya', 'oke', 'wifinya', 'lancar', 'luas', 'cuman', 'sayang', 'ga', 'nonsmoking', 'areanya']",Negative
"['enak', 'banget', 'mantap', 'sate', 'kambing', 'enak']",Positive
"['tempatnya', 'asik', 'makannya', 'lezat', 'enak', 'pelayanannya', 'lambat', 'worst', 'place', 'ever']",Negative
"['menu', 'nusantara']",Neutral
"['pesen', 'grab', 'makanan', 'enak', 'harga', 'lumayan', 'terjangkau']",Neutral
"['mahal', 'ramah', 'rekomendasi', 'berkunjung', 'mencobanya']",Negative
"['penggemar', 'martabak', 'wajib', 'udah', 'ga', 'lagimantaps']",Positive
"['cabang', 'martabak', 'san', 'francisco', 'terbaik', 'pelayanannya', 'memuaskan', 'nunggu', 'disediain', 'teh', 'manis', 'jus', 'stlobeli']",Positive
"['tempatnya', 'enak', 'santai', 'melepas', 'penat', 'cape', 'sejuk', 'nyaman']",Positive
"['lamban', 'pelayannya']",Negative
['enak'],Neutral
"['bumbu', 'kuahnya', 'anyep', 'sedep']",Negative
"['mantep', 'nasi', 'goreng', 'purnamanya', 'enak', 'ayamnya', 'juicy', 'bumbunya', 'enak', 'banget', 'susu', 'cokelatnya', 'soto', 'betawi', 'enak', 'terbaik', 'segi']",Positive
"['warung', 'kopi', 'menarik', 'bandung', 'bangunannya', 'bangunan', 'ruko', 'belanda', 'area', 'indoor', 'semioutdoor', 'menu', 'ditawarkan', 'menu', 'sarapan', 'varian', 'beragam']",Positive
"['pelayanan', 'pesanan', 'dihidangkan']",Neutral
"['warung', 'satenya', 'ramai', 'rekan', 'warung', 'sebelhanya', 'enak', 'empuk', 'warung', 'h', 'malik']",Positive
"['ga', 'telornya', 'gimana']",Negative
"['resto', 'low', 'budget', 'banyk', 'menunya']",Negative
"['terkenal', 'rum', 'soes', 'spesialisasi', 'souvenir', 'makanan']",Neutral
"['tempatnya', 'asik', 'nongkrong', 'ngelamun', 'makanan', 'minumannya', 'enak', 'affordable']",Positive
"['beli', 'susu', 'favoritsegala', 'makanan', 'tersedia', 'foodcourtnyaada', 'mesin', 'atm', 'bca', 'jdi', 'gak', 'takut', 'kehabisan', 'uangpaling', 'nikmat', 'kesana', 'pa', 'hujan', 'trs', 'beli', 'susu', 'goreng', 'susu', 'kedelai', 'panasnya']",Positive
"['berkalikali', 'bandung', 'slalu', 'kesini', 'suka', 'adem', 'saung', 'istirahat', 'freee', 'alias', 'gratis', 'stand', 'makanan', 'beragam', 'harga', 'lumayan', 'mahal', 'ppn', 'lupa', 'jajan', 'tuker', 'koin']",Positive
"['lumayan']",Neutral
"['kali', 'nyoba', 'pong', 'semarang', 'tahunya', 'aja', 'kuahnya', 'enak', 'asem', 'gurih', 'asin', 'harga', 'pricey']",Neutral
"['kecewa', 'pelayanan', 'karna', 'ga', 'cm', 'skali', 'bekunjung', 'k', 'tmpt', 'ga', 'ccok', 'org', 'laper']",Negative
"['ayam', 'sopnya', 'hambar', 'porsi', 'ayam', 'bulu', 'bulu', 'ayamnya']",Negative
"['buka', 'on', 'time', 'pilihan']",Neutral
"['martabak', 'manisnya', 'mantab']",Positive
"['unik', 'baso', 'kejunya', 'nggak', 'berasa', 'keju']",Neutral
"['sate', 'legend', 'bertahan', 'potongan', 'daging', 'kualitas', 'daging', 'kambing', 'muda', 'segar', 'satenya', 'empuk']",Neutral
"['lumayan', 'gak']",Negative
"['tempatnya', 'keren', 'cozy', 'minumannya', 'lumayan', 'enak']",Positive
"['mantaaapp', 'asli', 'kagak', 'pake', 'kw', 'kw', 'an']",Positive
"['yaaaa', 'lumayan', 'suasana', 'lumayan', 'rame', 'cuman', 'pelayanan', 'sigap', 'mengutamakan', 'pelanggan', 'pelanggan', 'duduk', 'banggu', 'kosong', 'pelayang', 'ga', 'buru', 'membersihkan', 'bekas', 'org']",Negative
"['kali', 'ngopi', 'disanapesen', 'hot', 'caffelatte', 'daaan', 'gulanya', 'kasih', 'pake', 'sachet', 'ajalumayan', 'kali', 'ya', 'ema', 'bawa', 'pulang', 'tuh', 'gulakopinya', 'enaktempatnya', 'nyaman', 'rame', 'bangetdan', 'rame']",Neutral
"['sotonya', 'hambar', 'enak', 'pesen', 'nasi', 'goreng', 'babat', 'sisa', 'minyak', 'banget', 'jd', 'takut', 'makannyaoverall', 'nyobain']",Negative
"['not', 'recommended', 'mending', 'makan', 'warteg']",Negative
"['mahal', 'doang', 'standar']",Negative
"['harga', 'wawww', 'terbatas', 'mengantri', 'pd', 'pemesanan', 'cari', 'duduk', 'parkir', 'terbatas']",Negative
"['enaknya', 'konsisten', 'mantaap']",Neutral
"['beli', 'tiramisusu', 'asem', 'pdhap', 'beli', 'ga', 'asem', 'original']",Neutral
"['ngantri', 'lumayan', 'pajang', 'sarapan', 'pagi', 'sabtu', 'minggu', 'makananannya', 'enak', 'tersedia', 'menu', 'menu', 'sarapan', 'pagi', 'bubur', 'roti', 'pisang', 'nasi', 'goreng', 'teh', 'tarik', 'kopi', 'telor', 'matang']",Positive
"['nggak', 'ketinggalan']",Positive
"['udah', 'x', 'kesini', 'tempatnya', 'luas', 'adem', 'spot', 'foto', 'cocok', 'wisata', 'keluarga', 'recomend']",Positive
['menurutku'],Negative
"['pelayanan', 'lambat', 'toilet', 'kotor', 'terawat']",Negative
"['first', 'time', 'kesini', 'ajak', 'anak', 'senang', 'banget', 'kapal', 'pirate', 'jajanan', 'spot', 'photo', 'rapi', 'recommend', 'bawa', 'keluarga', 'kesini']",Positive
"['mantap']",Positive
"['makanan', 'padang', 'mantap']",Negative
"['tempatnya', 'deket', 'banget', 'jln', 'raya']",Neutral
"['tempatnya', 'cozy', 'nongkrong', 'ngobrol', 'ngerjain', 'tugas', 'bareng', 'teman', 'makanannya', 'variatif', 'makanan', 'ringan', 'berat', 'harga', 'mahal']",Neutral
"['mantul', 'nyaman', 'banget', 'tempatnya']",Positive
"['floating', 'market', 'lembang', 'destinasi', 'wisata', 'cocok', 'keluarga', 'pasangan', 'khusus', 'keluarga', 'suasana', 'fasilitasnya', 'dinikmati', 'orang', 'dewasa', 'anakanak', 'lansia']",Positive
"['makanan', 'enak', 'harga', 'gak', 'mahal', 'buka', 'jam', 'dateng', 'jam', 'dijamin', 'rame', 'pake', 'banget']",Positive
"['tempatnya', 'dipinggir', 'jalan', 'raya', 'dibawah', 'jalandulu', 'ramai', 'pembelinya', 'antri', 'makanrasanya', 'mayoritas', 'bilang', 'enak', 'tersugesti', 'bilang', 'enakharganya', 'diatas', 'pedagang', 'sejenisnya']",Neutral
"['cafe', 'jam', 'ga', 'oke', 'pesen', 'makanan', 'tunggu', 'jam', 'pa', 'pesen', 'dibilang', 'bentuk', 'nasi', 'abis', 'eh', 'pa', 'bilang', 'mo', 'cancel', 'bilang', 'ga', 'pokoknya']",Negative
"['makanannya', 'ok', 'harganya', 'udah', 'ga', 'semurah', 'teteplah', 'dipertimbangin', 'kalo', 'wisata', 'kuliner', 'bandung', 'nasi', 'kalong', 'masukin', 'list']",Positive
"['harga', 'ga', 'sesuai', 'penyedap', 'kuat', 'dibilang', 'overprice', 'soto', 'campur', 'mangkok', 'kuahnya', 'bakwan', 'jagung', 'teh', 'manis']",Negative
"['tempatnya', 'strategis', 'menunya', 'enak', 'pesan']",Neutral
"['harga', 'pertusuk', 'masuk', 'akal', 'sate', 'enak', 'pelayanannya', 'cepat', 'bumbunya', 'lumayan', 'tempatnya', 'lantai', 'exclusiv', 'd', 'd', 'bilang', 'nyaman', 'asap', 'satenya', 'menyebar', 'd', 'ruangan', 'menggangu']",Negative
"['masakannya', 'ajapelayanannya', 'gak', 'ramah']",Negative
"['nich', 'cemilan', 'disetiap', 'acara', 'cemilan', 'kekinian', 'harga', 'murah', 'uenak', 'tenannn']",Positive
"['makanan', 'tersedia', 'dijual', 'perahu', 'perahu', 'spot', 'main', 'anakanak', 'salah', 'satunya', 'mini', 'train', 'menarik']",Positive
"['jual', 'pakai', 'sarung', 'tangan', 'jijik']",Negative
"['martabak', 'enak', 'jaman', 'tempatnya', 'okr', 'stafnya', 'ramahmantaps']",Positive
"['jus', 'mangganya', 'kirim']",Negative
"['bu', 'tongseng', 'daging', 'sapi', 'kera', 'alotsate', 'ayam', 'enak', 'kulit', 'ayam']",Negative
"['brownie', 'emang', 'enak', 'polll', 'bapa', 'parkirnya', 'ramah', 'cuman', 'minus', 'aa', 'kasirnya', 'aja', 'wkwk', 'sombong', 'ga', 'ngeliat', 'mata', 'dikasih', 'senyum', 'ngga']",Positive
"['menu', 'wagu', 'adlh', 'favorit', 'sekeluargacm', 'noted', 'aja', 'kalo', 'weekend', 'tim', 'sdh', 'bbrp', 'x', 'wagu', 'pa', 'weekend', 'hr', 'cancelmenukrn']",Neutral
"['tempatnya', 'luas', 'nyaman', 'nyaman', 'ngobrol', 'kalangan', 'acara', 'acara', 'apapun', 'reunian', 'arisan', 'acara', 'pernikahan', 'harga', 'terjangkau', 'menu', 'makanan', 'minuman', 'lengkap']",Neutral
"['rekonended', 'tempatnya', 'luas']",Negative
"['maksa', 'bangettttt', 'tempatnya', 'wkwk', 'kl', 'emg', 'udah', 'ga', 'gausa', 'nerima', 'pelanggan', 'sampe', 'ditaro', 'pinggir', 'jalan', 'berasa', 'kondangan', 'wkwk', 'pake', 'mati', 'lampu', 'trs', 'ngeles', 'krn', 'pln', 'mati', 'wkwk', 'makanannya', 'aja', 'harganya', 'mahal', 'wkwk', 'parah', 'battt']",Negative
"['kaliini', 'makan', 'batagor', 'keringkuah', 'mantap', 'yuk', 'cobain', 'guy', 'batagor', 'nyah', 'kedai', 'bun', 'merdeka', 'foodstall']",Positive
"['i', 'went', 'bankrupt', 'eating', 'here']",Negative
"['abis', 'makan', 'soto', 'perkedel', 'tempe', 'perkedel', 'jagung', 'sate', 'total', 'ribuan', 'minum', 'maaf', 'kemahalan', 'mangkok', 'jug', 'porsi']",Negative
"['masakan', 'rumahan', 'parkir', 'luas', 'harga', 'mayan', 'mahal', 'masakan', 'rmh', 'gtu']",Neutral
"['tempatnya', 'luas', 'buka', 'jam', 'pilihan', 'menu', 'makanan', 'ringan', 'menu', 'berat', 'kadang', 'live', 'music']",Neutral
"['kalok', 'makan', 'dalem', 'pengap', 'ngga', 'deket', 'jendela']",Neutral
"['enak', 'pelayanannya', 'bagus', 'sorry', 'to', 'say']",Negative
"['aneka', 'makanan', 'khas', 'merakyat']",Neutral
"['nyaman', 'wisata', 'keluarga', 'makanan', 'b', 'aja', 'si']",Positive
"['makanan', 'lumayan', 'servisnya', 'parah', 'jam', 'smpe', 'jam', 'gak', 'd', 'bolehin', 'parkir', 'd', 'dalem', 'alasan', 'pny', 'blom', 'dtg', 'd', 'dalem', 'parkir', 'kosong', 'pinggir', 'jalan', 'riau', 'penuh', 'sombong', 'banget', 'ya', 'ampun']",Negative
"['mengecewakan', 'kesan', 'makan', 'makanan', 'pesan', 'basi', 'pelayanannya', 'memuaskan']",Negative
"['piring', 'belatungnya', 'complaint', 'diganti', 'piring', 'kotor', 'jugaparah', 'hidangannya', 'ditaro', 'lantai', 'samping', 'cuci', 'piring', 'parah', 'kotor']",Negative
['mahalll'],Negative
"['bakso', 'mozzarella', 'overrated', 'bakso', 'wagyu', 'nga', 'beeuuuhhh', 'juara']",Negative
"['makan', 'bakso', 'harganya', 'terjangkau', 'menuny', 'lumayan', 'siomay', 'ramai', 'parkiranny']",Negative
"['tempatnya', 'nyaman', 'makanannya', 'enak', 'cocok', 'konkow', 'pengen', 'ngopi']",Positive
"['menunya', 'suka', 'mantap', 'favorit', 'roti', 'srikaya', 'kopi', 'susu', 'panas', 'sedap']",Positive
"['pilihan', 'bakso', 'traditional', 'hg', 'inovasi', 'ngebakso', 'boedjangan', 'mmg', 'pilihan', 'baksonya', 'enak', 'tempatnya', 'nyaman']",Positive
"['tempatnya', 'nyaman', 'luas']",Positive
"['cobain', 'martabak', 'seafood', 'mantap']",Positive
"['mi', 'ayam', 'rb', 'hrga', 'kemahalan', 'nasi', 'padang', 'lauk', 'dagingikan', 'rb']",Neutral
"['nyoba', 'drive', 'through', 'tetep', 'enak', 'yees', 'pa', 'nyoba', 'susu', 'yougurtnya', 'harga', 'k', 'satuannya', 'gak', 'enak', 'samsek']",Positive
"['soes', 'jadul']",Neutral
"['lalapanya', 'seger']",Negative
"['sederhana', 'nyaman', 'terpenting', 'pilihan', 'makanan', 'enak', 'harganya', 'relatif', 'murah', 'favorit', 'masakan', 'padang']",Positive
"['kue', 'soes', 'enak', 'tempatnya', 'nyaman', 'bersih', 'tersedia', 'kuedan', 'roti', 'menarik']",Positive
"['dissapointing', 'harga', 'sesuai', 'jujur', 'kuah', 'bakso', 'kerupuknya', 'enak', 'e', 'alpukat', 'kelapa', 'enak', 'udah', 'aja']",Positive
"['live', 'music', 'keroncong', 'sabtu', 'malam']",Neutral
"['they', 'put', 'most', 'of', 'the', 'food', 'in', 'a', 'showcase', 'unit', 'and', 'it', 'wa', 'dark', 'hard', 'to', 'choose', 'food', 'and', 'the', 'server', 'such', 'rush', 'u', 'to', 'select', 'food', 'the', 'server', 'only', 'ask', 'u', 'to', 'choose', 'scrambled', 'egg', 'or', 'sunny', 'side', 'up', 'didnt', 'offer', 'other', 'food', 'while', 'there', 'are', 'a', 'lot', 'of', 'food', 'inside', 'the', 'showcase', 'unit', 'ruining', 'my', 'appetite', 'soup', 'is', 'so', 'so', 'taste', 'is', 'not', 'a', 'my', 'expectation', 'very', 'cheap', 'though']",Negative
"['makanan', 'aj', 'harga', 'mahal', 'jual', 'nama', 'parkir', 'mobil', 'sempit']",Neutral
"['tempatnya', 'nyaman', 'unt', 'nongkrong', 'spot', 'instagramable', 'pilihan', 'menunya', 'variatif', 'harga', 'terjangkau', 'sayang', 'pilihan', 'menu', 'kopinya', 'penikmat', 'kopi']",Positive
"['ber', 'sepuluh', 'in', 'door', 'minimun', 'pemesanan', 'jt', 'panas', 'ac', 'gak', 'berasa']",Neutral
"['pesan', 'mozarellatp', 'gak', 'kasih', 'mozarella', 'tahunya', 'gak', 'tempe', 'doang', 'x', 'diperhatikan', 'pesanan', 'customerthx']",Negative
"['sup', 'buntut', 'enak', 'unfortunately', 'kehabisan', 'order']",Neutral
"['ragam', 'masakan', 'enak', 'harga', 'terjangkau', 'parkir', 'luas']",Neutral
"['enak', 'santai', 'menu', 'bnyak', 'mushola', 'lega']",Positive
"['harga', 'marbatak', 'manis', 'sultan', 'enak', 'banget', 'martabak', 'gorengnya', 'tebal', 'daging', 'banyakkkk']",Positive
"['martabak', 'favorit', 'neh', 'beragam', 'pilihan', 'martabak', 'jaman', 'now']",Positive
"['lumayan']",Neutral
"['ngobrol', 'ngopi', 'cocok']",Neutral
"['warung', 'kopi', 'otentik', 'tempo', 'makanan', 'disajikan', 'comfort', 'food', 'kopinya', 'light', 'cenderung', 'kemanisan', 'suasana', 'swperti', 'dirumah', 'nenek', 'foto', 'generasi', 'generasi', 'minus', 'parkir', 'mengunakan', 'mengunakan', 'angkutan', 'online']",Positive
"['pilihan', 'makanan', 'martabak']",Neutral
"['beda', 'harga', 'kemahalan']",Neutral
"['nyaman', 'nongkrong', 'harga', 'bersahabat']",Positive
"['nongkrong', 'asyik', 'cimahi', 'luas', 'berisik', 'pinggir', 'jalan', 'frozen', 'avocadonya', 'juara', 'makanan', 'enak', 'harga', 'terjangkau', 'overall', 'ratarata', 'kafe', 'sekitaran', 'cimahi', 'direkomendasikan', 'meeting', 'klien', 'ngopingopi']",Positive
"['salah', 'destinasi', 'kuliner', 'otentik', 'bandung', 'masuk', 'destinasi', 'kuliner', 'guy', 'pokoknya', 'tastenya', 'jadul', 'bangetbukan', 'jadul', 'makanan', 'minumannya', 'kekinian', 'sich', 'uda', 'topbgt']",Negative
"['th', 'counterpart', 'bdg', 'sudan', 'suka', 'sate', 'hadori', 'kalu', 'bdg', 'menu', 'wajib']",Positive
"['enak', 'harga', 'estede']",Neutral
"['nyaman', 'memadai', 'makanan', 'enak']",Positive
"['jam', 'an', 'antrinya', 'lumayan', 'kayaknya', 'mending', 'jam', 'jam', 'gak', 'ngantri', 'harga', 'menu', 'relatif', 'mahal', 'enak', 'tempatnya', 'bagus', 'kerasa', 'vibe', 'jadulnya']",Positive
"['best', 'sellernya', 'mantaaappp', 'buncis', 'panggang', 'gak', 'suka', 'buncis', 'si', 'eh', 'pa', 'makan', 'inihh', 'mah', 'bedaaaa', 'sayangnya', 'lauknya', 'kurg', 'variasinya']",Positive
"['mehong', 'ya', 'sesuai', 'porsi']",Neutral
"['alhamdulillah', 'kesini', 'tempatnya', 'bagus', 'udaranya', 'segar', 'pusat', 'kota', 'pemandangannya', 'indah', 'bunga', 'tanaman', 'tmp', 'makan', 'relatif', 'terjangkau', 'tmp', 'kami', 'jalanan', 'macet', 'floating', 'market', 'ramai', 'tersedia', 'permainan', 'anak']",Positive
"['suka', 'tumis', 'buncis', 'ayam', 'madunya']",Positive
"['murah', 'meriah', 'lumayan', 'enak', 'bersih']",Positive
"['nyaman', 'homy', 'banget', 'tenang', 'aja', 'kalo', 'ngopi', 'pelayannya', 'humble', 'super', 'gercep', 'sat', 'set', 'sat', 'set', 'layananinnya', 'good', 'job']",Positive
"['pelayanannya', 'memuaskan', 'pesen', 'makan', 'lalapan', 't', 'lalat', 'ijonya', 'makan', 'penyetan', 'dikasih', 'sendokk', 'kebayang', 'makan', 'penyetan', 'pake', 'sendok']",Neutral
"['luas', 'parkiran', 'susah', 'disitu', 'enak', 'nongkrong', 'makanan', 'enak', 'pilihan', 'so', 'far', 'good', 'nongki']",Positive
"['coba', 'makannya']",Neutral
"['nasinya', 'enak', 'merah', 'hitam', 'putih', 'harganya', 'mahal']",Positive
"['mahal', 'aja']",Neutral
"['wudhu', 'pindah', 'bikin', 'wudhu']",Neutral
"['malam', 'makan', 'ambil', 'kecap', 'oseng', 'buncis', 'porsinya', 'sdkt', 'bgtayam', 'madu', 'ukuran', 'nugget', 'nasi', 'putih', 'ga', 'beli', 'minum', 'krn', 'bawa', 'disuruh', 'bayar', 'ribu', 'buset', 'mahal', 'banget', 'lumayan', 'bersih', 'musik', 'kera', 'harga', 'premium']",Negative
"['makanannya', 'murah', 'meriah']",Positive
"['tekstur', 'nasinya', 'benyek', 'gada', 'gurihnya', 'kerasa', 'manis', 'aja', 'nunggunya', 'sampe', 'sejam', 'well', 'selera', 'suka', 'gurih', 'kayaknya', 'cocok', 'makan']",Negative
"['salah', 'hotel', 'amurang', 'bernuansa', 'cottage']",Negative
"['food', 'court', 'b', 'ajaada', 'tenant', 'diseputaran', 'susutahunya', 'kalah', 'lembut', 'sm', 'antapani']",Positive
"['kualitas', 'ikan', 'diperhatikansebagai', 'warung', 'mengandalkan', 'ikan', 'paham', 'ikan', 'konsumenapalagi', 'ikannya', 'dipilihkanbkan', 'pilihan', 'konsumenpesan', 'ikan', 'cma', 'layak', 'makan', 'cma', 'ikan', 'sajadan', 'bayar', 'full', 'rbjd', 'pelajarantdk', 'warung', 'ikan', 'palu', 'jujur', 'bertanggung']",Negative
"['kemalaman', 'bandung', 'klau', 'begadang', 'sekedar', 'ngopi', 'pagi', 'ya', 'tempatnyamoal', 'salah', 'kemon']",Positive
"['pesan', 'online', 'sekalikami', 'rumah', 'kelaparan', 'makan']",Negative
['enak'],Positive
"['sayang', 'pembuangan', 'sampah']",Negative
"['susah', 'parkir', 'soesnya', 'kue', 'kering', 'paspasan']",Negative
"['singgah', 'bus', 'makan', 'minum', 'tersedia']",Negative
"['salah', 'ngopi', 'legend', 'bandung', 'nostalgia', 'suasana', 'ngopi', 'jadul', 'mesti', 'coba']",Positive
"['cimahi', 'nyaman', 'makan', 'kumpul', 'bareng', 'temen', 'keluarga', 'plang', 'jalan', 'masuk', 'keliatanjd', 'mesti', 'pelan', 'biar', 'gak', 'kelewatan', 'harga', 'standar', 'resto', 'makanan', 'recomended', 'kayaknya', 'indonesianwestern']",Positive
"['nongkrong', 'kota', 'bandung', 'suasana', 'menu', 'pilihan']",Neutral
"['bakso', 'isi', 'keju', 'enak', 'bakso', 'isi', 'cabé', 'rawit', 'pedas', 'nikmat', 'disantap', 'udara', 'dingin']",Positive
"['kesini', 'suka', 'tempatnya', 'makan', 'rumah', 'makan', 'laksana', 'cat', 'milo', 'fresh', 'juice', 'pempek', 'bang', 'rico', 'java', 'dimsum', 'iga', 'bundo', 'tarif', 'parkir', 'rupiah']",Positive
"['enak', 'harganya', 'mahal']",Positive
"['tempatnya', 'ramah', 'pelayanannya']",Positive
"['murah', 'bakso', 'boedjangan', 'bekasi']",Neutral
"['the', 'best', 'bawa', 'rombongan', 'skalian', 'booking', 'lunch', 'disediakan', 'jogjlo', 'makan', 'rombongan', 'makanan', 'prasmanan', 'menu']",Positive
