summary,text
roemah legit,setiap kesini selalu puas sama pelayanannya yang super cepat dan ramah. bener bener dilayanin sebaik ituu jadi bikin betah kesini.apalagi dengan suasananya yang bikin nyaman karena nuansanya bikin pengen lama disini.cobain menu menu signaturenya mereka1. ayam geprek sambal merah dan ijonya sambalnya pedas dan ayamnya gurih banget2. soto tasiknya juga kuahnya enak banget bumbunya kerasa3. sate gurame nya terbaik sih ini beneran seenak itu karena rasanya manis pedas gurih dagingnya empuk4. ayam white sauce nya juga gurih asam enak dagingnya empuk5. ayam matahnya juga kaya gurih crispy enak banget6. es teler duriannya beneran enak banget huhu kaya pengen balik kesana cuma buat makan ini7. pepes ayam garang asemnya juga enak banget asem seger8. mie godognya enak juga seger manis gurih9. toast dessertnya juga enak bangett manis dan ada icecreamnyapokonya overall semua menunya enak banget sampe bingung mau kasih kritik apa karena so far all good!
Adem!,"Dateng weekend pas makan siang jadi lumayan penuh pengunjung, baru kali ini juga dateng siang bolong soalnya biasanya malem, ambience-nya lebih adem dan asik buat nongkrong ternyata.
Dan karena udah makan berat jadi kali ini nyobain Beef Sausage Croissant, porsian & wanginya menggugah selera, ada sausage yang empuk banget, pastry yang crunchy, makaroni dengan citarasa bumbu pedas dan salty yang berasa.Dessert pilih Chocolate Mille Crepes yang layernya cantik, glazing dan teksturnya creamy banget, g waxy, rasanya pun lembut dengan manis chocolate yang melted di mulut.Minuman Pineapple Punch juga seger banget, perpaduan nanas, lemon, mint & selasih, asemnya ngena dan manisnya pas."
Best Indonesian resto in town!,"Setelah sekian lama penasaran sama resto indonesia ini, akhirnya kesampean buat nyobain mumpun ada kupon dari pergikuliner. Untuk tempatnya cukup luas dan nyaman banget. Ada area indoor dan outdoor. Aku impressed banget sama variasi makanannya sih beneran banyak banget dan semuanya enak2 banget! Price wise memang agak pricey sih untuk standar resto yang jual indonesian food.Menu yang dipesan:1. Nasi tutug oncom (59k): nasinya pulen dan bumbu tutugnya enak! Condimentsnya juga semuanya enak, ayam bakarnya pakai ayam kampung, sayur asam dan tahu tempe kremesnya juga enak. Bener2 pecah! Worth the price sih. 2. Batagor crispy (25k): isinya ada 4 lembar pangsit yang diatasnya dikasih adonan batagor. Crispy, ikannya berasa, saus cocolan kacang dan asam manisnya juga enak. Recommended!3. Thai tea mille crepes (35k): ini juga enak dan ga terlalu manis, kalo agak lebih dingin lebih enak sih.4. Banyu biru (25k): ini teh bunga telang yang dicampur kayu manis, wangi dan enak. 5. Honey lime tea (32,5k): campuran honey dan limenya balance dan manisnya tuh dari gula batu.Overall, i have to say this place worth every penny! Rasa makanannya enak semua, gaada yang fail. Pelayanannya juga ramah dan cepat."
Heritage,"Setelah beberapa tahun ga kemari eh balik lagi deh. Cobain banyak banget menu menarik yang ada disini. Ternyata ga cuma menu indonesia aja tapi juga ada beberapa menu asia dan westernnya. Kalau dari yang dicoba sih paling memorable sama gudeg bakar dan paket nasi bancakannya soalnya pas banget di lidah saya. Mulai dari bumbu, tekstur, dll. Ada harga ada rasa tepat banget disematkan disini karena walau harganya cukup tinggi tapi sesuai dengan apa yang didapat. Suasana di lantai 3 nya juga nyaman dan beda banget dengan suasana di lantai 1&2 yang berkesan industrial gimana gitu. Ada lift juga buat menuju lantai atas sehingga memudahkan yang ingin naik."
Roemah Legit,pertama liat restonya di google udah keliatan restonya suasana fancy dan elegant.waktu pertama sampai ke resto ternyata bener suasana dan tampilan tempatnya memang fancy dan elegant cocok buat acara formal dan non formal.pelayanannya juga bagus banget dan cepat.kesini nyobain banyak banget menu dan ternyata semuanya enak enak banget sampe udah speechless banget.ini menu yang aku udah coba-nasi ayam bali ini beneran kaya nasi yang aku coba di bali langsung-jukuloro saos nya enak kering dan gak terlalu pedassego jeruk komplit ini enak banget rasanya pas dilidah-kakap ala nyonya enak gurih-kakap kuah koneng - gudeg bakar santannya kerasa dan gurih enak-ayam tulang lunak ini empuk bangetnasi asepaket bancakanpizza volcanochicken pinneapple saladwaffle friesbaked potatotoast milo dan strawberryberry gingercake slicesmoothie bowloverall semuanya enak banget rasanya beneran cocok dilidah aku dan pasti ini jadi rekomendasi buat jadi tempat makan kalau ada acara keluarga😍
Cozy,"Tempat nya terlihat mewah dr pertama dateng... Tempatnya pun cukup luas ada 3 lantai, dan ada lift nya jg loh.. Aku pikir mereka jual indonesian food aja, tp ternyata ada western food jg.. Hampir smua makanan disini enak enak dan porsi nya cukup besar.. •gurame goreng nya enak fresh dan garing crispy gt.. Di tambah 2 macam sambal di atas nya, sambel ijo dan sambel merah.. Enak banget •soto ayam nya juga enak deh.. Anakku suka banget, gurih & empuk ayam nya•td ku coba ayam sayur gt, tp lupa apa namanya. Rasa kuah kuning nya mirip kari gt yaa tp rasanya light trus si ayam nya ada aroma bakar gt.. Enak•milo legit toast : ini enak banget balance gt rasanya, toast nya lembut banget meskipun taburan milo nya banyak tp engga giung•strawberry smoothies bowl : ini seger banget lah, isian nya ada kiwi, strawberries, almond•waffle fries w/ karage : waffle + karage nya crispy enak dan banyak.. Makan ini aja pun kayanya cukup bikin kenyang•Klepon cake : gak nyangka ini enak.. Dalem nya tuh kaya mousse gitu tp agak dense, trus filling nya gula merah, trus di coating pk kelapa kering gt.. •brownies coffee : rasa kopi nya berasa banget ya meskipun udh di campur chocolate sm whipped cream.. Enak siih tp agak kemanisan buatku. Oiya toilet nya pun bersih dan wangi.. Jujur betah banget lama lama disini, pelayanan nya juga oke banget.. Gak akan nyesel deh makan disini ❤"
Masih love sih haha,"Kesini lagiii coba yang lain uhuy mantap kali. Baru tau kalo ada lantai atasnya dan diatas tempatnya cukup gede haha. Disini aku coba berbagai macam menu, yang berkesan buat aku tuh ya:- sego jeruk komplit ini nasinya warna ijo, nasinya digadoin aja udah enak banget eeedan. - paket bancakan ini si sayur keciwis sama ayam gorengnya endol banget omaigat, isinya juga buanyak banget- si mawar ijo ini kue jadul gitu, akusih suka karena kenyal tapi lembut, rasa daun suji nya juga berasa banget, cm mungkin kurang gurih aja sedikit - hawaian jade ini minuman warna biru, rosemary nya aku celupin trs diaduk dulu, agak terkejut sih aku kira bakal soda yang gimana gitu ternyata rasanya tuh ga nyoda tapi gimana ya enak gitu agak ga bisa jabarin yg aku rasain apa, coba sendiri aja mendingan- kakap goreng ala nyonya nya juga enak itu garing banget sampe bisa makan tulang tulangnya gapake takut keselek, walopun diselimuti oleh sambel ijo dan merah tapi gak pedes loh malah bikin enak- perkuahan yang enak buat aku yg soto ayamnya- ada menu untuk bocil nya juga disini kayak bento gitu, dihias jadi hello kitty pake teriyaki, sama katsu gt lucu amatSecara keseluruhan inisih agak gawat ya karena masakannya emang legit legit rasanya, even nasi bali yg condiment nya banyak seuprit seuprit itu per satu satu rasanya enak. Tempatnya juga enak, cultery nya juga wow bingits"
Recommended place for lunch/dinner with fam 💗,"setelah bingung cari tempat makan bareng keluarga & liat review di pergikuliner ++ ada potongan 50k memutuskan buat makan di Roemah Legit & tiap lewat selalu penuh jadi makin penasaran✨ Turns out makanannya semuanya enak enak banget & porsinya gede kayanya makan seporsi buat berdua juga bakalan tetep kenyang 🫄🏻 disini juga ada mini bakerynya jual kue-kue & gelato kue disini dari Ny.liem jadi rasa gausah diragukan lahyaa🤤 buat ambiencenya standaran tempat makan keluarga & tempatnya aga kecil jadi kalau lagi rame berasa 🎊 setiap makanan disini juga disajiinnya proper ngintip meja sebelah Pesen soto disajiin pake kompor mini gitu & aku kesini pas iftar dapet takjil aku ga berekspetasi lebih awalnya karena takjil di cafe biasanya rasanya b aja + porsinya sekali makan tapi disini dikasih satu mangkok kecil gitu ada bubur kacang,ketan & sumsum sama es buah 22nya rasanya enak!!🍧 ibu sama ayah sampe nanya ini dijual ga mau pesen soalnya enak banget ternyata ini takjil aja & malah dikasih lagi sampe suruh ambil sendiri sm masnya wkwkwk lovee🫶🏻What i eat:1. Nasi bamboe ireng🎋unik bangetsi nasinya dimasukin ke dalem bamboe & nasinya berbumbu hitam gitu rasanya gurih dan super tasty lauknya ayam bakar,kol goreng, cumi item,kerupuk putih , tahu & tempe 2.Nasi timbel 🍲Lauknya super keroyokan ada sayur asem,ayam serudeng, kol goreng,ati ampela,kerupuk putih,sambal,tahu & tempe kremes nyam3.Nasi Ase 🍛Ini nasi campur bali rasanya enak nasi bali pada umumnya & lauknya juga rame3. Ice Blackforest 🎂Rasanya beneran kaya blackforest versi minuman, ga terlalu manis pokonya poll!!4. Teh poci🫖Gemes bangett dapet cookie & gulanya pake gula batu"
Nasi Ase Bali,Uda beberapa x ke sini. Selalu enak. Ngga pernah gagal. Malam ini nyobain Nasi Ase Bali. Dan lagi2 sukses. Free takjil pula. Semua enaaakkkkk
Legit banget,"Roemah legit merupakan satu resto di Bandung dengan banyak pilihan menu nusantara. Letaknya ada di Jl. Embong. Jadi dari jaln veteran masuk ke gang dikir. Tempatnya memang g luas tapi terdiri dari 3 lantai kalau g salah. Tapi per lantainya bisa menampung banyak orang. Menu yang ditawarkan emang Indonesia banget, meskipun ada beberapa menu western seperti croisant, pizza dan sandwich. Menu cemilannya pun bervariasi. Seporsi makanan dan cemilannya pun isinya banyak banget, sebanding dengan harga. Rasanya pun enak.Di sini aku memesan soerabi kinca, teh poci, opera cake, es machiato, nasi cikur pincuk, beef sausage croisaant. Ini rasanya enak-enak. Nasinya pun porsinya mengenyangkan. Tempatnya pun cocok buat bersantai."
Love it!,"Yess!!! Akhirnya nyobain juga ni tempat. Teramat mencolok banget nih restoran karena beda sendiri daripada disekitarnya. Masuk jalan kecil yang gak akan ngira bakal ada restoran beginian. Aku sebelumnya reservasi dulu krn berhubung bulan puasa, takut ga kebagian tempat. Nah kalo kamu reservasi, langsung ditanyain nomer wasap dan gak lama kemudian langsung dikirimin menu via wasap buat kita pesen dulu jd nanti gausah nunggu lagi pas dah disana. Aku disini cobain:- takjil dikasih kolak campur : agila ini kolaknya enak banget  ada wangi apa gituya yg dirasa tapi tipis gitu, isinya komplit ada candil, pisang, kacang ijo, ketan item, sama apa gt yg bening"" ngegerenjel- iga tunu : iga bakar yang disajikan dengan hotplate, ini bisa pilih mau pake kentang pompom atau nasi. Iga nya empuk banget, bumbu nya meresap sampe kedalam dan ini wajib dicocol pake sambelnya ya biar sempurna- nasi ireng bambu : nasi yang dibakar dalam daun pisang didalam bambu, disajikan dengan pelengkapnya sayur kol tumis ada paprikanya, ayam bakar, cumi hitam, sambel hitam. Sambelnya pedes banget dan ada rasa pait sedikit kayaknya dari kluwek gitu. Cuminya enak empuk ga bau, nasinya jg enak, sayur kol nya juga enak, ayamnya juicy dan bumbunya nyampe kedalemdalem- soto ala nyonya : soto pake mie dan potongan daging, dilengkapi dengan lumpia sayur, kentang pompom, dan emping. Untuk rasa menurutku cukup enak sih, porsinya juga banyak gak pelit deh.Secara tempat ini bagus banget, nyaman, bersih, wah enak deh. Even rada amazing sama cultery set nya sih, diplastikin satu satu dan sendoknya sendok bagus warna emas gitu hahaha"
Legit !,"Udah lama g kesini, interior eksteriornya g berubah dengan ambience-nya yang homey & adem. Pelayanannya juga gercep & informatif, jadi g nunggu lama sampe makanan dateng.Sate Ayam Balangan terdiri dari 10 tusuk sate yang dominasi daging, lumayan gendut juga & empuk banget, bumbu-nya juga gurih maknyus, meresap banget di dagingnya. Karena g sepaket sama nasi jadi tambah Nasi Merah juga, yang pasti karena lebih tinggi serat jadi teksturnya cenderung kasar & keras di banding nasi putih.Nyoba juga Rujak Galo dengan bumbu kacangnya yang kental, rasa manis asam pedasnya juga pas banget, buah2-nya juga fresh & seger. Minuman Es Kelapa Muda-nya g yang muda banget, daging kelapanya udah lumayan tua jadi g lembut kenyel, ada tambahan susu jadi manisnya g ori tapi masih yang oke si.Dapet takjil Bubur Kampiun juga yang authentic banget rasanya. Puas!"
Enakkkkk,"Saya tuh bkn org bandung. Jd pas nyari resto enak di bandung, di perkul kluar resto ini. Kbtulan lg pgn mkn mknan indo. Ya uda d cus kesini. Awal2 smpatckaget karena letak resto ini di gang gitu  dan hanya 1 arah. Sempet skeptis tmptnya bagus hehehe.. Ternyata oh ternyata! Tmptnya bagus. Gede gitu. Parkiran jg ga susah karena bs parkir seberangnya jg yg emng da disediain lahan parkir khusus resto ini. Oke. Lanjut ke makanannya. Saya slalu tny menu andalan klo ke restoran baru hehe sembari make sure review org2 klo emng bnran enak menu andalannya hehehe.  Saya mesen bbrapa , spt lihat digambar. Tp ada 1 menu yg saya pesen si soto nyonya ga kefoto saking lapernya lsg mkn hahahahahaEnakkkk!!!! Gilak! Smua menu nya diatas rata2 si mnrt saya. Daging sotonya empuk skali. Anak saya jg suka bgt. Nasi goreng kencurnya enak! Ga ada bau aneh2 gitu hahaha scara ga suka kencur Overall enak2 smua. Walau tergolong mahal ya buat tipe ind food. Tp mnrt saya si masi ok lah karena rasanya bnran enak. Saya mesen lumayan bnyk tp smua enak2. Jd saya cocok dgn resto jni hehehe.Bakalan balik lg? Iya bgt!"
Puas!,"Dibagian depan ada toko kue Bjorn, pas masuk ke dalem resto nuansa javanese-nya kental banget, dari kayu, wayang, ornamen2 jawanya kerasa. Nyaman & cozy buat kumpul keluarga, pelayanannya juga ramah & informatif. Pas dateng langsung disuguhin free Bubur Candil yang chewy, dengan santan yang gurih & manis legit rasa gula jawanya berasa banget. Makannya nyoba Sego Ayam Hiris, platingnya lengkap & menggugah selera banget harum sambal ijonya, ayamnya lumayan gede, empuk & g alot, sambal ijonya juga maknyus, g pedes tapi kerasa banget tumpukan cabe ijonya. Soto Ala Nyonya isiannya padet, dari mie, telor, daging, etc, rasa kuahnya sendiri seger dengan citarasa bumbu rempahnya, lumpia gorengnya juga dipisah jadi tetep gurih."
Ngemil mehong,"Niatan awal pengen ngemil aja karena dilihat dari luar tempatnya udah tampak elit banget gitu takut shock kalo liat harganya. Tapi tergoda juga buat icip sedikit makanan. Jadi dari yang saya cobain sih overallnya enak tapi ga spesial yang bikin pengen dateng lagi. Cuma enak aja gitu. Paling berkesan sih yang ayam, soalnya bumbunya meresap dan pas matangnya. Colenak agak aneh soalnya ada aroma2 daun jeruknya. Tahu telor, enak tapi porsinya kecil dan bumbu kacangnya dikit banget masa. Bir pletok juga juara sih, saya suka banget ini!"
Soto Ala Nyonya 🍜 .. Tiramisu cake 🍰,"Kesini pas jam makan siang...Ya pastinya penuuh Ketemu sama Ny. Liem nya cantik & ramah banget murah senyum Menunya nusantara..Ada bakery & coffee nya juga..jamu juga ada..Ada gelato juga.. Nyoba Soto Ala Nyonya 🍜 60kPenyajiannya unik..mangkok & sendok ya lucu..porsinya banyak..gak abisIni semacam soto mie bogor.. kuahnya seperti soto betawi..ada beberapa bulatan Perkedel (yang tadinya saya kira telur puyuh )..ada mie telur nya juga..potongan daging sapi nya banyak..Rasa kuahnya enak..mienya juga pas matangnya.. Perkedel nya lembuut..dagingnya aga sedikiiit alot..kalo porsinya lebih sedikit mungkin ini habis..sayangnya kuahnya terserap perkedel & mie telurnya..jadi bikin kenyang bingiit..gak bisa abis Dilengkapi 2pcs lumpia goreng mungil, emping, sambal & irisan jeruk terpisah..platingnya ok Strawberry Fizz 🍹27.5kTampilannya menggoda..Rasanya seperti mojito gitu lah..seger"" Tiramisu Cake 🍰 35kRasanya jangan ditanya...enaak..lembuut..juara..pas gak kemanisan..jadi gak blenger klo mo nambah lagi juga *Harga belum termasuk Ppn + Service charge"
Resto Indonesia Kekinian,"Tempatnya keren, dengan nuansa indonesia tapi di kemas dengan modern, ngga hanya interior tapi alat makannya juga bagus. Musik yang diputar juga lagu hits kekinian tapi dibawa dengan nuansa keroncong gitu pas mimin denger.Seperti biasa pasti nanya menu rekomendasi mereka, mimin cobain Sego Ayam Bawat (Ayam Pepes Goreng). Untuk mimin unik sih, mimin suka ayam goreng, suka juga pepes ayam, di mix gimana ya rasanya? Dalam satu piring ada ayam bawat, nasi putih, tahu, tempe, sambal, tumis sayur kol, kerupuk, dan garnish. Tampilannya cantik, rasanya juga enak, ayamnya lembut, bumbunya meresap sampe kedalam, walaupun ngga begitu besar potongan ayamnya, di atas ayamnya ada daun kemangi goreng yang makin ngebuat wangi. Sambelnya enak pedas nagih.Colenak, lupa kalo nama di menunya apa, mimin pesen menu ini karena pengen yang manis aja, dan porsinya cukup besar. Tampilannya cantik, di atas colenaknya ada edible flowernya. Untuk rasanya mimin suka, tapi ada sensasi yang ngebuat rasanya beda, kayanya di kasih air jeruk gatau daun jeruk gitu, wangi colenankya juga seger kaya wangi jeruk, tapi jadi sedikit unik untuk lidah mimin.Bir Pletok, ini temen yang pesen mimin icip, rasanya mirip kopi (?) kopi Americano gitu, tapi rasa kopinya light ngga ninggalin rasa asam. Bingung juga sih ngga ada rasa rempahnya sama sekali wkwkInstagram @kulineran_aja"
